"","studlab","treat1","treat2","RR","TE_direct","TE_adj","seTE"
"PBO.52","76","BRODA","PBO",2.91692550392194,3.28093494865145,-0.364009444729515,0.311950977712573
"PBO.53","77","BRODA","PBO",3.637880147675,3.28093494865145,0.356945199023545,0.44424099715265
"PBO.54","21","ADA","PBO",3.76814328488853,2.72867318427716,1.03947010061137,1.40988962759921
"PBO.55","22","ADA","PBO",3.65395003829395,2.72867318427716,0.925276854016792,1.41377462869312
"PBO.56","23","ADA","PBO",2.98990039534704,2.72867318427716,0.261227211069883,0.331816647420979
"PBO.57","68","ADA","PBO",2.92090848175625,2.72867318427716,0.192235297479085,1.0027792584534
"PBO.58","80","ADA","PBO",2.7806918973334,2.72867318427716,0.0520187130562433,0.569385326044045
"PBO.59","94","ADA","PBO",2.85046418216027,2.72867318427716,0.12179099788311,0.444165462381659
"PBO.60","95","ADA","PBO",2.96183072187831,2.72867318427716,0.233157537601148,0.408928893810167
"PBO.61","99","ADA","PBO",1.89502079754982,2.72867318427716,-0.83365238672734,0.381706912979001
"PBO.62","52","CERTO","PBO",3.2017813915089,2.98203688355191,0.219744507956989,0.997137926476808
"PBO.63","103","CERTO","PBO",2.99900559889896,2.98203688355191,0.0169687153470481,0.994392560751194
"PBO.64","104","CERTO","PBO",2.57076645885914,2.98203688355191,-0.411270424692775,0.696060467916457
"PBO.65","128","CERTO","PBO",3.62504244124786,2.98203688355191,0.643005557695944,1.41025450423565
"PBO.66","140","CERTO","PBO",3.54743506273209,2.98203688355191,0.565398179180176,1.40265802253421
"PBO.67","20","APRE","PBO",3.31773840627689,1.93941501013759,1.37832339613931,1.00640765073624
"PBO.68","66","APRE","PBO",1.79538923727863,1.93941501013759,-0.144025772858952,0.728549192723943
"PBO.69","91","APRE","PBO",1.99243016469021,1.93941501013759,0.0530151545526198,1.0150384378451
"PBO.70","93","APRE","PBO",1.39827055216661,1.93941501013759,-0.54114445797098,0.626668741833212
"PBO.71","117","APRE","PBO",2.18539011968922,1.93941501013759,0.24597510955163,1.01870920321239
"PBO.72","38","IXE","PBO",3.30984760307393,3.62839627801068,-0.318548674936748,1.4044107872436
"PBO.73","69","IXE","PBO",4.69604229559184,3.62839627801068,1.06764601758116,0.997403006055714
"PBO.74","70","IXE","PBO",3.06546561156867,3.62839627801068,-0.562930666442009,0.402658450733394
"PBO.75","86","IXE","PBO",4.98355119218894,3.62839627801068,1.35515491417826,0.705854255255734
"PBO.76","163","IXE","PBO",3.55027398562214,3.62839627801068,-0.0781222923885347,0.699563670499312
"PBO.77","68","GUSEL","PBO",2.97484251708543,3.32377385310655,-0.348931336021114,0.990803745568869
"PBO.78","94","GUSEL","PBO",3.23835656950571,3.32377385310655,-0.0854172836008358,0.441998571806254
"PBO.79","95","GUSEL","PBO",3.36441813015886,3.32377385310655,0.0406442770523112,0.404351485653628
"PBO.80","114","GUSEL","PBO",3.22207071576472,3.32377385310655,-0.101703137341828,1.39443414006287
"PBO.81","118","GUSEL","PBO",4.50923335073228,3.32377385310655,1.18545949762573,1.40988075617075
"PBO.82","101","RISAN","PBO",2.73222920299819,3.11411590533153,-0.381886702333341,0.437348164480241
"PBO.83","102","RISAN","PBO",3.60186807712431,3.11411590533153,0.487752171792776,0.700671115694506
"PBO.84","116","RISAN","PBO",3.7757064483244,3.11411590533153,0.661590542992865,0.992811043980618
"PBO.85","131","RISAN","PBO",3.60030330649096,3.11411590533153,0.486187401159425,0.700641636102925
"PBO.86","164","RISAN","PBO",2.79379092989038,3.11411590533153,-0.320324975441146,0.697421634591971
"PBO.87","122","DEUCRAVA","PBO",2.6380916124953,2.6380916124953,0,0.993864189362139
"PBO.88","120","BIME","PBO",4.06205421496017,3.23956352734409,0.82249068761607,1.40665986259131
"PBO.89","150","BIME","PBO",4.35817714792836,3.23956352734409,1.11861362058427,0.994314506402704
"PBO.90","151","BIME","PBO",2.87057691873165,3.23956352734409,-0.368986608612444,0.488364153162793
"PBO.91","162","NETA","PBO",1.29532258291416,1.50150099161631,-0.206178408702147,0.412410979163976
"PBO.92","165","NETA","PBO",3.90438327741133,1.50150099161631,2.40288228579502,1.40790993868745
"PBO.93","166","SONELO","PBO",4.17770219005826,4.17770219005826,0,1.40850212126388
"PBO.94","88","FUM","PBO",1.49738050351838,1.49738050351838,0,0.408343500613986
"PBO.95","78","TILDRA","PBO",2.74926046974887,2.84770130684436,-0.0984408370954846,0.992244139884098
"PBO.96","125","TILDRA","PBO",2.60754013957813,2.84770130684436,-0.240161167266224,0.496545336483441
"PBO.97","126","TILDRA","PBO",3.38069886011381,2.84770130684436,0.532997553269457,0.704452228263291
"SECU.1","9","ETA","SECU",-0.842100598328025,-0.842100598328025,0,0.116335569320446
"SECU.2","72","USK","SECU",-0.319176091269519,-0.334989852490018,0.0158137612204994,0.0552450394181968
"SECU.3","97","USK","SECU",-0.345819028342274,-0.334989852490018,-0.0108291758522553,0.0457165451055175
"SECU.4","7","PBO","SECU",-4.15525043843499,-3.12373944486065,-1.03151099357434,1.4108516896689
"SECU.5","8","PBO","SECU",-3.70104998973419,-3.12373944486065,-0.57731054487354,0.575696904289882
"SECU.6","9","PBO","SECU",-3.43735530528489,-3.12373944486065,-0.313615860424239,0.445655238446474
"SECU.7","10","PBO","SECU",-1.45204573868267,-3.12373944486065,1.67169370617798,0.997415017272839
"SECU.8","11","PBO","SECU",-2.675069130187,-3.12373944486065,0.448670314673656,0.997900745541466
"SECU.9","73","PBO","SECU",-4.06405504039512,-3.12373944486065,-0.940315595534467,1.41170134556545
"SECU.10","81","PBO","SECU",-2.28867666294791,-3.12373944486065,0.835062781912738,1.38464493382589
"SECU.11","123","PBO","SECU",-3.7148549405172,-3.12373944486065,-0.591115495656545,0.994485469741849
"SECU.12","135","PBO","SECU",-3.27944305622865,-3.12373944486065,-0.155703611368001,1.41647644477437
"SECU.13","138","PBO","SECU",-4.21236651796085,-3.12373944486065,-1.0886270731002,1.40907846088295
"SECU.14","139","PBO","SECU",-3.88480272545198,-3.12373944486065,-0.761063280591328,0.994548423958026
"SECU.15","141","PBO","SECU",-3.88783577981414,-3.12373944486065,-0.76409633495349,0.702517930524845
"SECU.16","147","PBO","SECU",-3.42924082951113,-3.12373944486065,-0.305501384650474,1.40728886939864
"SECU.17","158","PBO","SECU",-2.4546928711915,-3.12373944486065,0.669046573669148,0.367102047439135
"SECU.18","166","PBO","SECU",-4.21523802029288,-3.12373944486065,-1.09149857543222,1.41111526794012
"SECU.19","167","PBO","SECU",-2.63206429412429,-3.12373944486065,0.491675150736364,0.693071957085196
"SECU.20","142","GUSEL","SECU",-0.0960834894498683,-0.0960834894498683,-1.38777878078145e-17,0.0380708207088512
"SECU.21","148","RISAN","SECU",0.116845484117399,0.116845484117399,0,0.0733329864500116
"SECU.22","152","BIME","SECU",0.140344591112728,0.140344591112728,0,0.0372490540074827
"SECU.23","166","SONELO","SECU",-0.0375358302346169,-0.0375358302346169,0,0.114977228675044
"MTX.1","50","PBO","MTX",-0.990398704027877,-1.75896409074517,0.768565386717292,1.59945045507567
"MTX.2","87","PBO","MTX",-2.36455885253078,-1.75896409074517,-0.60559476178561,1.41978124856355
"MTX.3","14","CICLO","MTX",0.763302167227074,0.00970473328684282,0.753597433940231,0.559879498870233
"MTX.4","15","CICLO","MTX",-0.194156014440958,0.00970473328684282,-0.2038607477278,0.291200198121139
"MTX.5","35","FUM","MTX",-0.693147180559945,-0.693147180559945,0,1.19721899973786
"CICLO.1","14","MTX","CICLO",-0.763302167227074,-0.00970473328684282,-0.753597433940231,0.559879498870233
"CICLO.2","15","MTX","CICLO",0.194156014440958,-0.00970473328684282,0.2038607477278,0.291200198121139
"IFX.1","79","ETA","IFX",-2.21920348405499,-2.21920348405499,0,1.00822702757387
"IFX.2","17","PBO","IFX",-3.78418963391826,-3.75074050647366,-0.0334491274446047,0.994738498986114
"IFX.3","18","PBO","IFX",-3.06444341521798,-3.75074050647366,0.686297091255679,1.40421899499882
